id,label,folder,name,length,width,knotCount,tailYAtX0,verticalTail,file
"019","","1template/Fatum","6.4supersix35L.brd","193.04","50.88","3","2.04","0","/Users/protoplastico/Desktop/boarddata/1template/Fatum/6.4supersix35L.brd"
"020","","1template/Fatum","6.6froid39L.brd","198.12","53.27","3","1.41","0","/Users/protoplastico/Desktop/boarddata/1template/Fatum/6.6froid39L.brd"
"021","","1template/Fatum","6.8duke47L.brd","203.20","57.83","5","1.72","0","/Users/protoplastico/Desktop/boarddata/1template/Fatum/6.8duke47L.brd"
"022","","1template/Fatum","6.8MOBY44L.brd","203.20","57.83","3","1.84","0","/Users/protoplastico/Desktop/boarddata/1template/Fatum/6.8MOBY44L.brd"
"023","","1template/Fatum","7.0superseven44L.brd","213.36","56.11","3","1.32","0","/Users/protoplastico/Desktop/boarddata/1template/Fatum/7.0superseven44L.brd"
"024","","1template/Fatum","7.2dolphin44L.brd","218.44","54.09","4","5.20","0","/Users/protoplastico/Desktop/boarddata/1template/Fatum/7.2dolphin44L.brd"
"025","","1template/Fatum","8buffer54L.brd","243.84","56.27","4","3.05","0","/Users/protoplastico/Desktop/boarddata/1template/Fatum/8buffer54L.brd"
"026","","1template/Fatum","9.0sniper71L.brd","274.32","54.19","3","1.09","0","/Users/protoplastico/Desktop/boarddata/1template/Fatum/9.0sniper71L.brd"
"027","","1template/Fatum","9.0therapy71L.brd","274.32","55.56","4","7.15","1","/Users/protoplastico/Desktop/boarddata/1template/Fatum/9.0therapy71L.brd"
"028","","1template/Fatum","9.2firm66L.brd","279.40","57.85","3","2.13","0","/Users/protoplastico/Desktop/boarddata/1template/Fatum/9.2firm66L.brd"
"029","","1template/Fatum","9.4majestic65L.brd","284.48","56.04","5","2.31","0","/Users/protoplastico/Desktop/boarddata/1template/Fatum/9.4majestic65L.brd"
"030","","1template/Fatum","9.ze 4done72L.brd","284.48","58.43","4","2.31","0","/Users/protoplastico/Desktop/boarddata/1template/Fatum/9.ze 4done72L.brd"
"031","","1template/Harbour","9.6classicNoserider72L.brd","289.56","54.38","4","6.35","1","/Users/protoplastico/Desktop/boarddata/1template/Harbour/9.6classicNoserider72L.brd"
"032","","1template/Harbour","9.6classicPig75L.brd","289.56","57.38","4","6.28","1","/Users/protoplastico/Desktop/boarddata/1template/Harbour/9.6classicPig75L.brd"
"033","","1template/Harbour","9.6ClassicPinnose62L.brd","289.56","54.38","4","6.35","1","/Users/protoplastico/Desktop/boarddata/1template/Harbour/9.6ClassicPinnose62L.brd"
"034","","1template/Harbour","9.7roundtailMOD77L.brd","292.61","57.84","3","1.47","0","/Users/protoplastico/Desktop/boarddata/1template/Harbour/9.7roundtailMOD77L.brd"
"035","","Alex knost BMT","6.6disco36L.brd","198.12","55.10","3","1.18","0","/Users/protoplastico/Desktop/boarddata/Alex knost BMT/6.6disco36L.brd"
"036","","Alex knost BMT","7.9gun32L.brd","236.22","45.51","4","0.72","1","/Users/protoplastico/Desktop/boarddata/Alex knost BMT/7.9gun32L.brd"
"037","","Alex knost BMT","9.6flatrocker55L.brd","289.56","60.25","4","11.44","1","/Users/protoplastico/Desktop/boarddata/Alex knost BMT/9.6flatrocker55L.brd"
"038","","Alex knost BMT","9.6noserider51L.brd","289.56","57.24","4","7.79","1","/Users/protoplastico/Desktop/boarddata/Alex knost BMT/9.6noserider51L.brd"
"039","","almond","7.2egg.brd","219.46","57.78","4","1.46","0","/Users/protoplastico/Desktop/boarddata/almond/7.2egg.brd"
"040","","almond","7.2pinlessrocker.brd","219.46","57.78","4","1.53","0","/Users/protoplastico/Desktop/boarddata/almond/7.2pinlessrocker.brd"
"041","","almond","7.2pintail.brd","219.46","57.78","4","1.53","0","/Users/protoplastico/Desktop/boarddata/almond/7.2pintail.brd"
"042","","almond","7.2planaria.brd","219.46","58.44","4","1.54","0","/Users/protoplastico/Desktop/boarddata/almond/7.2planaria.brd"
"043","","almond","7.2spam.brd","219.46","58.44","4","1.54","0","/Users/protoplastico/Desktop/boarddata/almond/7.2spam.brd"
"044","","almond","spamhighrocker.brd","219.46","58.44","4","1.38","0","/Users/protoplastico/Desktop/boarddata/almond/spamhighrocker.brd"
"045","","armond","5.8egg32L.brd","173.74","44.08","4","1.05","0","/Users/protoplastico/Desktop/boarddata/armond/5.8egg32L.brd"
"046","","armond","7.2egg.brd","219.46","57.78","4","1.46","0","/Users/protoplastico/Desktop/boarddata/armond/7.2egg.brd"
"047","","armond","7.2pinlessrocker.brd","219.46","57.78","4","1.53","0","/Users/protoplastico/Desktop/boarddata/armond/7.2pinlessrocker.brd"
"048","","armond","7.2pintail.brd","219.46","57.78","4","1.53","0","/Users/protoplastico/Desktop/boarddata/armond/7.2pintail.brd"
"049","","armond","7.2planaria.brd","219.46","58.44","4","1.54","0","/Users/protoplastico/Desktop/boarddata/armond/7.2planaria.brd"
"050","","armond","7.2spam.brd","219.46","58.44","4","1.54","0","/Users/protoplastico/Desktop/boarddata/armond/7.2spam.brd"
"051","","armond","spamhighrocker.brd","219.46","58.44","4","1.38","0","/Users/protoplastico/Desktop/boarddata/armond/spamhighrocker.brd"
"052","","Bob Simmons","1949 10.6planinghull102L.brd","320.04","57.49","5","17.94","0","/Users/protoplastico/Desktop/boarddata/Bob Simmons/1949 10.6planinghull102L.brd"
"053","","Bob Simmons","1950 10.6planinghull96L.brd","320.04","57.22","5","17.76","0","/Users/protoplastico/Desktop/boarddata/Bob Simmons/1950 10.6planinghull96L.brd"
"054","","Bob Simmons","1950 9planinghull80L.brd","274.32","57.22","5","18.13","0","/Users/protoplastico/Desktop/boarddata/Bob Simmons/1950 9planinghull80L.brd"
"055","","Canvas","5.10fish40L.brd","178.69","60.31","5","15.92","1","/Users/protoplastico/Desktop/boarddata/Canvas/5.10fish40L.brd"
"056","","Canvas","5'10Fish.brd","178.69","60.31","5","15.92","1","/Users/protoplastico/Desktop/boarddata/Canvas/5'10Fish.brd"
"057","","Canvas","6'10Fish.brd","209.07","50.64","5","14.83","1","/Users/protoplastico/Desktop/boarddata/Canvas/6'10Fish.brd"
"058","","Chanel island","6.0DumpsterDriver35L.brd","182.88","51.38","6","5.31","1","/Users/protoplastico/Desktop/boarddata/Chanel island/6.0DumpsterDriver35L.brd"
"059","","Chanel island","6.0girrabit30L.brd","182.88","48.10","6","5.95","1","/Users/protoplastico/Desktop/boarddata/Chanel island/6.0girrabit30L.brd"
"060","","Chanel island","6.0rookie29L.brd","182.88","48.10","6","4.28","1","/Users/protoplastico/Desktop/boarddata/Chanel island/6.0rookie29L.brd"
"061","","Chanel island","6.0Zeus32L.brd","182.88","48.10","6","5.52","1","/Users/protoplastico/Desktop/boarddata/Chanel island/6.0Zeus32L.brd"
"062","","Chanel island","6.2BlackBeauty30L.brd","187.96","46.99","5","1.47","0","/Users/protoplastico/Desktop/boarddata/Chanel island/6.2BlackBeauty30L.brd"
"063","","Chanel island","6.2Rocket9.brd","187.96","50.68","6","4.89","1","/Users/protoplastico/Desktop/boarddata/Chanel island/6.2Rocket9.brd"
"064","","Channel islands","5.7spermWhale32l.brd","170.18","55.88","5","9.86","1","/Users/protoplastico/Desktop/boarddata/Channel islands/5.7spermWhale32l.brd"
"065","","Channel islands","5.9joe39l.brd","175.26","56.09","5","6.80","0","/Users/protoplastico/Desktop/boarddata/Channel islands/5.9joe39l.brd"
"066","","Channel islands","5.9neckbeard31L.brd","172.72","49.96","5","10.11","1","/Users/protoplastico/Desktop/boarddata/Channel islands/5.9neckbeard31L.brd"
"067","","Channel islands","6.0Blackwhite.brd","182.88","51.79","5","6.52","0","/Users/protoplastico/Desktop/boarddata/Channel islands/6.0Blackwhite.brd"
"068","","Channel islands","6.0Sampler37L.brd","182.88","51.79","5","6.52","0","/Users/protoplastico/Desktop/boarddata/Channel islands/6.0Sampler37L.brd"
"069","","Channel islands","6.0SamplerS29L.brd","182.88","51.79","5","6.52","0","/Users/protoplastico/Desktop/boarddata/Channel islands/6.0SamplerS29L.brd"
"070","","Channel islands","6.2DFR34L.brd","187.96","48.69","5","6.98","1","/Users/protoplastico/Desktop/boarddata/Channel islands/6.2DFR34L.brd"
"071","","Channel islands","7.7spermWhale32l.brd","231.14","55.87","5","3.09","0","/Users/protoplastico/Desktop/boarddata/Channel islands/7.7spermWhale32l.brd"
"072","","cooperfish","7.8fatfish80L.brd","234.57","61.11","5","16.77","0","/Users/protoplastico/Desktop/boarddata/cooperfish/7.8fatfish80L.brd"
"073","","deus ex macina","6.6singlefin32L.brd","198.12","50.77","3","0.62","0","/Users/protoplastico/Desktop/boarddata/deus ex macina/6.6singlefin32L.brd"
"074","","deus ex macina","7.2midlength44L.brd","218.44","51.08","3","2.61","0","/Users/protoplastico/Desktop/boarddata/deus ex macina/7.2midlength44L.brd"
"075","","deus ex macina","7.2single40L.brd","218.44","51.60","4","1.10","0","/Users/protoplastico/Desktop/boarddata/deus ex macina/7.2single40L.brd"
"076","","deus ex macina","7.6JoelFitzgerald41L.brd","228.60","55.80","5","3.54","1","/Users/protoplastico/Desktop/boarddata/deus ex macina/7.6JoelFitzgerald41L.brd"
"077","","Driftwood caravan","7.2midlength51L.brd","218.44","58.02","4","8.31","0","/Users/protoplastico/Desktop/boarddata/Driftwood caravan/7.2midlength51L.brd"
"078","","fatum surf","5.10chilpil33L.brd","177.80","50.87","3","2.45","0","/Users/protoplastico/Desktop/boarddata/fatum surf/5.10chilpil33L.brd"
"079","","fatum surf","5.10thrillpill30L.brd","177.80","49.62","5","2.44","0","/Users/protoplastico/Desktop/boarddata/fatum surf/5.10thrillpill30L.brd"
"080","","fatum surf","5.11bulldog30L.brd","180.34","50.53","4","3.35","0","/Users/protoplastico/Desktop/boarddata/fatum surf/5.11bulldog30L.brd"
"081","","fatum surf","5.11disco33L.brd","180.34","49.91","4","9.89","1","/Users/protoplastico/Desktop/boarddata/fatum surf/5.11disco33L.brd"
"082","","fatum surf","5.4wire17.7L.brd","160.02","42.27","4","3.35","0","/Users/protoplastico/Desktop/boarddata/fatum surf/5.4wire17.7L.brd"
"083","","fatum surf","5.6habano30L.brd","167.64","53.26","4","10.00","1","/Users/protoplastico/Desktop/boarddata/fatum surf/5.6habano30L.brd"
"084","","fatum surf","6.0flyingfish32L.brd","182.88","51.32","4","7.61","1","/Users/protoplastico/Desktop/boarddata/fatum surf/6.0flyingfish32L.brd"
"085","","fatum surf","6.0giant39L.brd","182.88","55.16","5","11.76","1","/Users/protoplastico/Desktop/boarddata/fatum surf/6.0giant39L.brd"
"086","","fatum surf","6.10arnold39L.brd","208.28","51.18","4","4.42","0","/Users/protoplastico/Desktop/boarddata/fatum surf/6.10arnold39L.brd"
"087","","fatum surf","6.1bond27.5L.brd","190.50","46.15","3","1.50","0","/Users/protoplastico/Desktop/boarddata/fatum surf/6.1bond27.5L.brd"
"088","","fatum surf","6.1fusion26L.brd","185.42","47.28","4","3.98","0","/Users/protoplastico/Desktop/boarddata/fatum surf/6.1fusion26L.brd"
"089","","fatum surf","6.1Q429L.brd","185.42","49.64","4","2.20","0","/Users/protoplastico/Desktop/boarddata/fatum surf/6.1Q429L.brd"
"090","","fatum surf","6.1skipper29L.brd","185.42","47.28","4","4.88","0","/Users/protoplastico/Desktop/boarddata/fatum surf/6.1skipper29L.brd"
"091","","fatum surf","6.2axion32L.brd","187.96","49.65","6","7.11","1","/Users/protoplastico/Desktop/boarddata/fatum surf/6.2axion32L.brd"
"092","","fatum surf","6.4supersix35L.brd","193.04","50.88","3","2.04","0","/Users/protoplastico/Desktop/boarddata/fatum surf/6.4supersix35L.brd"
"093","","fatum surf","6.6froid39L.brd","198.12","53.27","3","1.41","0","/Users/protoplastico/Desktop/boarddata/fatum surf/6.6froid39L.brd"
"094","","fatum surf","6.8duke47L.brd","203.20","57.83","5","1.72","0","/Users/protoplastico/Desktop/boarddata/fatum surf/6.8duke47L.brd"
"095","","fatum surf","6.8MOBY44L.brd","203.20","57.83","3","1.84","0","/Users/protoplastico/Desktop/boarddata/fatum surf/6.8MOBY44L.brd"
"096","","fatum surf","7.0superseven44L.brd","213.36","56.11","3","1.32","0","/Users/protoplastico/Desktop/boarddata/fatum surf/7.0superseven44L.brd"
"097","","fatum surf","7.2dolphin44L.brd","218.44","54.09","4","5.20","0","/Users/protoplastico/Desktop/boarddata/fatum surf/7.2dolphin44L.brd"
"098","","fatum surf","8buffer54L.brd","243.84","56.27","4","3.05","0","/Users/protoplastico/Desktop/boarddata/fatum surf/8buffer54L.brd"
"099","","fatum surf","9.0firm63L.brd","274.32","56.89","4","3.28","0","/Users/protoplastico/Desktop/boarddata/fatum surf/9.0firm63L.brd"
"100","","fatum surf","9.0sniper71L.brd","274.32","54.19","3","1.09","0","/Users/protoplastico/Desktop/boarddata/fatum surf/9.0sniper71L.brd"
"101","","fatum surf","9.0therapy71L.brd","274.32","55.56","4","7.15","1","/Users/protoplastico/Desktop/boarddata/fatum surf/9.0therapy71L.brd"
"102","","fatum surf","9.2firm66L.brd","279.40","57.85","3","2.13","0","/Users/protoplastico/Desktop/boarddata/fatum surf/9.2firm66L.brd"
"103","","fatum surf","9.4majestic65L.brd","284.48","56.04","5","2.31","0","/Users/protoplastico/Desktop/boarddata/fatum surf/9.4majestic65L.brd"
"104","","fatum surf","9.ze 4done72L.brd","284.48","58.43","4","2.31","0","/Users/protoplastico/Desktop/boarddata/fatum surf/9.ze 4done72L.brd"
"105","","Firewire","6.0creeper33L.brd","182.88","52.88","4","1.59","0","/Users/protoplastico/Desktop/boarddata/Firewire/6.0creeper33L.brd"
"106","","Firewire","6.0Gamma33L.brd","182.88","50.51","5","5.31","0","/Users/protoplastico/Desktop/boarddata/Firewire/6.0Gamma33L.brd"
"107","","gatoheroi","9.11killer.brd","302.26","55.29","4","7.64","1","/Users/protoplastico/Desktop/boarddata/gatoheroi/9.11killer.brd"
"108","","gatoheroi","9.1fatboy.brd","276.86","54.93","5","8.19","1","/Users/protoplastico/Desktop/boarddata/gatoheroi/9.1fatboy.brd"
"109","","gatoheroi","9.1playboy.brd","276.86","54.93","5","7.82","1","/Users/protoplastico/Desktop/boarddata/gatoheroi/9.1playboy.brd"
"110","","gatoheroi","9.9killer62L.brd","297.18","54.82","5","7.14","1","/Users/protoplastico/Desktop/boarddata/gatoheroi/9.9killer62L.brd"
"111","","gatoheroi","9.9playboy60L.brd","297.18","58.94","4","2.64","0","/Users/protoplastico/Desktop/boarddata/gatoheroi/9.9playboy60L.brd"
"112","","greg noll","8.4bugmodel77L.brd","246.89","58.51","5","11.07","1","/Users/protoplastico/Desktop/boarddata/greg noll/8.4bugmodel77L.brd"
"113","","Habor","9.6ceeter67L.brd","289.56","57.38","4","7.15","1","/Users/protoplastico/Desktop/boarddata/Habor/9.6ceeter67L.brd"
"114","","Habor","9.6classicNoserider72L.brd","289.56","54.38","4","6.35","1","/Users/protoplastico/Desktop/boarddata/Habor/9.6classicNoserider72L.brd"
"115","","Habor","9.6classicPig75L.brd","289.56","57.38","4","6.28","1","/Users/protoplastico/Desktop/boarddata/Habor/9.6classicPig75L.brd"
"116","","Habor","9.6ClassicPinnose62L.brd","289.56","54.38","4","6.35","1","/Users/protoplastico/Desktop/boarddata/Habor/9.6ClassicPinnose62L.brd"
"117","","Habor","9.7roundtailMOD77L.brd","292.61","57.84","3","1.47","0","/Users/protoplastico/Desktop/boarddata/Habor/9.7roundtailMOD77L.brd"
"118","","Habor","9.brd","292.61","57.84","3","1.47","0","/Users/protoplastico/Desktop/boarddata/Habor/9.brd"
"119","","HotCarl","12'Hotcarl-T-head.brd","370.84","62.36","5","6.54","1","/Users/protoplastico/Desktop/boarddata/HotCarl/12'Hotcarl-T-head.brd"
"120","","HotCarl","12'Hotcarl.brd","370.84","62.36","5","6.54","1","/Users/protoplastico/Desktop/boarddata/HotCarl/12'Hotcarl.brd"
"121","","HotCarl","hotcarl.brd","370.84","63.47","5","4.46","1","/Users/protoplastico/Desktop/boarddata/HotCarl/hotcarl.brd"
"122","","HPD","6.8CLminimal39L.brd","203.20","49.83","4","2.05","0","/Users/protoplastico/Desktop/boarddata/HPD/6.8CLminimal39L.brd"
"123","","Jed noll","9.6MDnoserider68L.brd","289.56","56.55","4","6.20","1","/Users/protoplastico/Desktop/boarddata/Jed noll/9.6MDnoserider68L.brd"
"124","","joel tudor","6.10bonzer40L.brd","208.28","57.82","4","2.94","0","/Users/protoplastico/Desktop/boarddata/joel tudor/6.10bonzer40L.brd"
"125","","joel tudor","6.8shres42L.brd","203.20","57.83","3","2.54","0","/Users/protoplastico/Desktop/boarddata/joel tudor/6.8shres42L.brd"
"126","","joel tudor","7.10singlegun48L.brd","238.76","52.81","3","1.13","0","/Users/protoplastico/Desktop/boarddata/joel tudor/7.10singlegun48L.brd"
"127","","joel tudor","8.6diamondtail65L.brd","259.08","58.11","4","3.27","0","/Users/protoplastico/Desktop/boarddata/joel tudor/8.6diamondtail65L.brd"
"128","","joel tudor","9.3flatpinnose70L.brd","281.94","56.78","4","7.04","1","/Users/protoplastico/Desktop/boarddata/joel tudor/9.3flatpinnose70L.brd"
"129","","joel tudor","9.6alamoana76L.brd","289.56","59.05","3","0.86","0","/Users/protoplastico/Desktop/boarddata/joel tudor/9.6alamoana76L.brd"
"130","","joel tudor","9.6grande76L.brd","289.56","58.11","5","10.16","1","/Users/protoplastico/Desktop/boarddata/joel tudor/9.6grande76L.brd"
"131","","joel tudor","9.6haffy73L.brd","289.56","58.11","5","8.25","1","/Users/protoplastico/Desktop/boarddata/joel tudor/9.6haffy73L.brd"
"132","","joel tudor","9.6santana78L.brd","289.56","59.76","5","3.78","0","/Users/protoplastico/Desktop/boarddata/joel tudor/9.6santana78L.brd"
"133","","joel tudor","9.6Wideflat81L.brd","289.56","62.30","5","5.78","0","/Users/protoplastico/Desktop/boarddata/joel tudor/9.6Wideflat81L.brd"
"134","","john wasley","8.1Midpintail58L.brd","246.38","55.23","3","1.00","0","/Users/protoplastico/Desktop/boarddata/john wasley/8.1Midpintail58L.brd"
"135","","john wasley","9.3flatpinnose70L.brd","246.38","56.78","4","7.17","1","/Users/protoplastico/Desktop/boarddata/john wasley/9.3flatpinnose70L.brd"
"136","","junod","9.3sanddoll80L.brd","281.94","61.50","4","10.84","1","/Users/protoplastico/Desktop/boarddata/junod/9.3sanddoll80L.brd"
"137","","junod","9.7nowski74L.brd","289.56","56.45","4","8.25","1","/Users/protoplastico/Desktop/boarddata/junod/9.7nowski74L.brd"
"138","","Keyo","5.9gill-wing31L.brd","175.26","54.87","5","5.46","0","/Users/protoplastico/Desktop/boarddata/Keyo/5.9gill-wing31L.brd"
"139","","Keyo","6.6egg40L.brd","198.12","54.61","3","2.59","0","/Users/protoplastico/Desktop/boarddata/Keyo/6.6egg40L.brd"
"140","","Keyo","9.6k-log68L.brd","289.56","57.78","4","5.93","1","/Users/protoplastico/Desktop/boarddata/Keyo/9.6k-log68L.brd"
"141","","Keyo","9.6noserider69L.brd","289.56","56.55","4","8.67","1","/Users/protoplastico/Desktop/boarddata/Keyo/9.6noserider69L.brd"
"142","","Keyo","9.6OalmePin75L.brd","297.18","59.18","4","1.40","0","/Users/protoplastico/Desktop/boarddata/Keyo/9.6OalmePin75L.brd"
"143","","Keyo","9.brd","289.56","63.50","4","8.74","1","/Users/protoplastico/Desktop/boarddata/Keyo/9.brd"
"144","","longboard","8.8mini56L.brd","259.08","53.36","5","8.65","1","/Users/protoplastico/Desktop/boarddata/longboard/8.8mini56L.brd"
"145","","longboard","9.6CJnelson87L.brd","289.56","59.65","4","7.40","1","/Users/protoplastico/Desktop/boarddata/longboard/9.6CJnelson87L.brd"
"146","","longboard","9.8CJnelsonPIG88L.brd","294.64","59.30","4","7.40","1","/Users/protoplastico/Desktop/boarddata/longboard/9.8CJnelsonPIG88L.brd"
"147","","longboard","9.8lightlog73L.brd","294.64","56.36","5","1.68","0","/Users/protoplastico/Desktop/boarddata/longboard/9.8lightlog73L.brd"
"148","","longboard","9.8malibu74L.brd","294.64","55.07","4","7.40","1","/Users/protoplastico/Desktop/boarddata/longboard/9.8malibu74L.brd"
"149","","maluku","9.0mal74L.brd","274.32","58.44","5","10.54","1","/Users/protoplastico/Desktop/boarddata/maluku/9.0mal74L.brd"
"150","","mandara","5.9mandala35L.brd","175.26","54.99","5","5.35","0","/Users/protoplastico/Desktop/boarddata/mandara/5.9mandala35L.brd"
"151","","protoplastico","10 すすき83L.brd","335.28","60.47","3","0.00","0","/Users/protoplastico/Desktop/boarddata/protoplastico/10 すすき83L.brd"
"152","","protoplastico","10.0おほゐぐさ77L.brd","304.80","59.06","4","10.96","1","/Users/protoplastico/Desktop/boarddata/protoplastico/10.0おほゐぐさ77L.brd"
"153","","protoplastico","10.0をばな79L.brd","304.80","58.13","4","4.86","1","/Users/protoplastico/Desktop/boarddata/protoplastico/10.0をばな79L.brd"
"154","","protoplastico","10.6あさぢ102L.brd","320.04","57.49","5","17.94","0","/Users/protoplastico/Desktop/boarddata/protoplastico/10.6あさぢ102L.brd"
"155","","protoplastico","10.6つばな96L.brd","320.04","57.22","5","17.76","0","/Users/protoplastico/Desktop/boarddata/protoplastico/10.6つばな96L.brd"
"156","","protoplastico","11.6 ひえ107L.brd","353.57","61.50","3","0.00","0","/Users/protoplastico/Desktop/boarddata/protoplastico/11.6 ひえ107L.brd"
"157","","protoplastico","11すすき99L.brd","294.64","56.36","5","1.85","0","/Users/protoplastico/Desktop/boarddata/protoplastico/11すすき99L.brd"
"158","","protoplastico","12.0つちはり158.brd","325.12","50.16","5","5.40","1","/Users/protoplastico/Desktop/boarddata/protoplastico/12.0つちはり158.brd"
"159","","protoplastico","12.7 bishop museum alaia 6809.brd","385.92","49.85","5","15.83","1","/Users/protoplastico/Desktop/boarddata/protoplastico/12.7 bishop museum alaia 6809.brd"
"160","","protoplastico","12.8おみなえし244L.brd","386.40","61.33","4","5.01","1","/Users/protoplastico/Desktop/boarddata/protoplastico/12.8おみなえし244L.brd"
"161","","protoplastico","14 hawaii olo.brd","441.96","49.85","5","13.99","1","/Users/protoplastico/Desktop/boarddata/protoplastico/14 hawaii olo.brd"
"162","","protoplastico","15.6 bishop museum olo 298.brd","477.52","44.41","5","6.85","0","/Users/protoplastico/Desktop/boarddata/protoplastico/15.6 bishop museum olo 298.brd"
"163","","protoplastico","4.2まくわうり16L.brd","127.00","91.64","4","10.31","0","/Users/protoplastico/Desktop/boarddata/protoplastico/4.2まくわうり16L.brd"
"164","","protoplastico","5.10あふひ45L.brd","178.69","52.55","4","7.44","0","/Users/protoplastico/Desktop/boarddata/protoplastico/5.10あふひ45L.brd"
"165","","protoplastico","5.10うけら33L.brd","177.80","53.62","3","2.24","0","/Users/protoplastico/Desktop/boarddata/protoplastico/5.10うけら33L.brd"
"166","","protoplastico","5.10やまたず28L.brd","177.80","49.62","5","2.44","0","/Users/protoplastico/Desktop/boarddata/protoplastico/5.10やまたず28L.brd"
"167","","protoplastico","5.11こうぞ5.brd","180.85","53.50","6","0.66","0","/Users/protoplastico/Desktop/boarddata/protoplastico/5.11こうぞ5.brd"
"168","","protoplastico","5.11つまま30L.brd","180.34","50.53","4","3.35","0","/Users/protoplastico/Desktop/boarddata/protoplastico/5.11つまま30L.brd"
"169","","protoplastico","5.4しきみ28L.brd","163.07","50.23","3","2.84","0","/Users/protoplastico/Desktop/boarddata/protoplastico/5.4しきみ28L.brd"
"170","","protoplastico","5.4つみ28L.brd","162.56","49.91","4","5.44","0","/Users/protoplastico/Desktop/boarddata/protoplastico/5.4つみ28L.brd"
"171","","protoplastico","5.5なぎ32L.brd","165.99","51.71","5","12.00","1","/Users/protoplastico/Desktop/boarddata/protoplastico/5.5なぎ32L.brd"
"172","","protoplastico","5.6なつめ32L.brd","167.64","53.26","4","10.00","1","/Users/protoplastico/Desktop/boarddata/protoplastico/5.6なつめ32L.brd"
"173","","protoplastico","5.7かきつばた3１L.brd","171.70","49.14","7","1.44","1","/Users/protoplastico/Desktop/boarddata/protoplastico/5.7かきつばた3１L.brd"
"174","","protoplastico","5.9え39L.brd","176.78","53.56","10","1.48","1","/Users/protoplastico/Desktop/boarddata/protoplastico/5.9え39L.brd"
"175","","protoplastico","5.9かづのき35L.brd","176.78","52.29","6","5.26","1","/Users/protoplastico/Desktop/boarddata/protoplastico/5.9かづのき35L.brd"
"176","","protoplastico","5.9ひし31L.brd","175.26","54.87","5","5.46","0","/Users/protoplastico/Desktop/boarddata/protoplastico/5.9ひし31L.brd"
"177","","protoplastico","5.brd","165.99","52.24","5","12.06","0","/Users/protoplastico/Desktop/boarddata/protoplastico/5.brd"
"178","","protoplastico","6.0あふち35L.brd","182.88","51.38","6","5.31","1","/Users/protoplastico/Desktop/boarddata/protoplastico/6.0あふち35L.brd"
